date,anomaly
1990-01-01,0.41
1990-02-01,0.43
1990-03-01,0.8
1990-04-01,0.56
1990-05-01,0.45
1990-06-01,0.37
1990-07-01,0.46
1990-08-01,0.34
1990-09-01,0.23
1990-10-01,0.44
1990-11-01,0.46
1990-12-01,0.4
1991-01-01,0.42
1991-02-01,0.49
1991-03-01,0.35
1991-04-01,0.51
1991-05-01,0.34
1991-06-01,0.53
1991-07-01,0.47
1991-08-01,0.39
1991-09-01,0.44
1991-10-01,0.29
1991-11-01,0.29
1991-12-01,0.31
1992-01-01,0.47
1992-02-01,0.4
1992-03-01,0.48
1992-04-01,0.27
1992-05-01,0.31
1992-06-01,0.26
1992-07-01,0.09
1992-08-01,0.08
1992-09-01,-0.01
1992-10-01,0.07
1992-11-01,0.03
1992-12-01,0.21
1993-01-01,0.34
1993-02-01,0.37
1993-03-01,0.36
1993-04-01,0.28
1993-05-01,0.28
1993-06-01,0.23
1993-07-01,0.25
1993-08-01,0.11
1993-09-01,0.11
1993-10-01,0.24
1993-11-01,0.03
1993-12-01,0.18
1994-01-01,0.26
1994-02-01,0.02
1994-03-01,0.29
1994-04-01,0.41
1994-05-01,0.28
1994-06-01,0.43
1994-07-01,0.3
1994-08-01,0.21
1994-09-01,0.31
1994-10-01,0.42
1994-11-01,0.44
1994-12-01,0.38
1995-01-01,0.52
1995-02-01,0.79
1995-03-01,0.46
1995-04-01,0.46
1995-05-01,0.27
1995-06-01,0.43
1995-07-01,0.45
1995-08-01,0.45
1995-09-01,0.33
1995-10-01,0.46
1995-11-01,0.44
1995-12-01,0.26
1996-01-01,0.24
1996-02-01,0.46
1996-03-01,0.32
1996-04-01,0.33
1996-05-01,0.27
1996-06-01,0.25
1996-07-01,0.36
1996-08-01,0.48
1996-09-01,0.25
1996-10-01,0.22
1996-11-01,0.41
1996-12-01,0.37
1997-01-01,0.32
1997-02-01,0.4
1997-03-01,0.52
1997-04-01,0.33
1997-05-01,0.34
1997-06-01,0.54
1997-07-01,0.34
1997-08-01,0.41
1997-09-01,0.52
1997-10-01,0.61
1997-11-01,0.64
1997-12-01,0.59
1998-01-01,0.58
1998-02-01,0.88
1998-03-01,0.63
1998-04-01,0.63
1998-05-01,0.68
1998-06-01,0.77
1998-07-01,0.66
1998-08-01,0.65
1998-09-01,0.42
1998-10-01,0.42
1998-11-01,0.43
1998-12-01,0.54
1999-01-01,0.48
1999-02-01,0.64
1999-03-01,0.32
1999-04-01,0.32
1999-05-01,0.26
1999-06-01,0.36
1999-07-01,0.39
1999-08-01,0.31
1999-09-01,0.39
1999-10-01,0.34
1999-11-01,0.37
1999-12-01,0.4
2000-01-01,0.25
2000-02-01,0.56
2000-03-01,0.55
2000-04-01,0.56
2000-05-01,0.35
2000-06-01,0.4
2000-07-01,0.39
2000-08-01,0.42
2000-09-01,0.38
2000-10-01,0.27
2000-11-01,0.3
2000-12-01,0.28
2001-01-01,0.45
2001-02-01,0.43
2001-03-01,0.55
2001-04-01,0.5
2001-05-01,0.57
2001-06-01,0.52
2001-07-01,0.59
2001-08-01,0.48
2001-09-01,0.51
2001-10-01,0.5
2001-11-01,0.72
2001-12-01,0.55
2002-01-01,0.77
2002-02-01,0.78
2002-03-01,0.88
2002-04-01,0.58
2002-05-01,0.64
2002-06-01,0.53
2002-07-01,0.61
2002-08-01,0.53
2002-09-01,0.64
2002-10-01,0.54
2002-11-01,0.59
2002-12-01,0.44
2003-01-01,0.74
2003-02-01,0.58
2003-03-01,0.6
2003-04-01,0.55
2003-05-01,0.6
2003-06-01,0.47
2003-07-01,0.58
2003-08-01,0.64
2003-09-01,0.62
2003-10-01,0.72
2003-11-01,0.52
2003-12-01,0.74
2004-01-01,0.57
2004-02-01,0.72
2004-03-01,0.63
2004-04-01,0.61
2004-05-01,0.37
2004-06-01,0.44
2004-07-01,0.25
2004-08-01,0.45
2004-09-01,0.5
2004-10-01,0.61
2004-11-01,0.73
2004-12-01,0.5
2005-01-01,0.75
2005-02-01,0.6
2005-03-01,0.74
2005-04-01,0.67
2005-05-01,0.63
2005-06-01,0.65
2005-07-01,0.61
2005-08-01,0.6
2005-09-01,0.71
2005-10-01,0.76
2005-11-01,0.74
2005-12-01,0.67
2006-01-01,0.56
2006-02-01,0.74
2006-03-01,0.63
2006-04-01,0.46
2006-05-01,0.48
2006-06-01,0.66
2006-07-01,0.54
2006-08-01,0.71
2006-09-01,0.66
2006-10-01,0.7
2006-11-01,0.73
2006-12-01,0.79
2007-01-01,1.01
2007-02-01,0.7
2007-03-01,0.71
2007-04-01,0.77
2007-05-01,0.69
2007-06-01,0.61
2007-07-01,0.6
2007-08-01,0.6
2007-09-01,0.6
2007-10-01,0.59
2007-11-01,0.59
2007-12-01,0.49
2008-01-01,0.3
2008-02-01,0.38
2008-03-01,0.75
2008-04-01,0.54
2008-05-01,0.5
2008-06-01,0.49
2008-07-01,0.6
2008-08-01,0.45
2008-09-01,0.6
2008-10-01,0.67
2008-11-01,0.69
2008-12-01,0.53
2009-01-01,0.64
2009-02-01,0.53
2009-03-01,0.53
2009-04-01,0.61
2009-05-01,0.65
2009-06-01,0.64
2009-07-01,0.73
2009-08-01,0.69
2009-09-01,0.72
2009-10-01,0.65
2009-11-01,0.8
2009-12-01,0.67
2010-01-01,0.74
2010-02-01,0.84
2010-03-01,0.92
2010-04-01,0.85
2010-05-01,0.75
2010-06-01,0.67
2010-07-01,0.63
2010-08-01,0.67
2010-09-01,0.63
2010-10-01,0.71
2010-11-01,0.81
2010-12-01,0.45
2011-01-01,0.52
2011-02-01,0.47
2011-03-01,0.65
2011-04-01,0.64
2011-05-01,0.53
2011-06-01,0.62
2011-07-01,0.7
2011-08-01,0.75
2011-09-01,0.55
2011-10-01,0.65
2011-11-01,0.59
2011-12-01,0.6
2012-01-01,0.47
2012-02-01,0.48
2012-03-01,0.56
2012-04-01,0.72
2012-05-01,0.78
2012-06-01,0.64
2012-07-01,0.59
2012-08-01,0.66
2012-09-01,0.72
2012-10-01,0.79
2012-11-01,0.78
2012-12-01,0.52
2013-01-01,0.71
2013-02-01,0.61
2013-03-01,0.67
2013-04-01,0.53
2013-05-01,0.6
2013-06-01,0.69
2013-07-01,0.6
2013-08-01,0.7
2013-09-01,0.76
2013-10-01,0.69
2013-11-01,0.83
2013-12-01,0.7
2014-01-01,0.76
2014-02-01,0.55
2014-03-01,0.78
2014-04-01,0.81
2014-05-01,0.86
2014-06-01,0.67
2014-07-01,0.58
2014-08-01,0.83
2014-09-01,0.88
2014-10-01,0.8
2014-11-01,0.67
2014-12-01,0.78
2015-01-01,0.86
2015-02-01,0.91
2015-03-01,0.96
2015-04-01,0.75
2015-05-01,0.8
2015-06-01,0.81
2015-07-01,0.73
2015-08-01,0.79
2015-09-01,0.83
2015-10-01,1.07
2015-11-01,1.06
2015-12-01,1.17
2016-01-01,1.18
2016-02-01,1.36
2016-03-01,1.35
2016-04-01,1.08
2016-05-01,0.95
2016-06-01,0.8
2016-07-01,0.84
2016-08-01,1.01
2016-09-01,0.9
2016-10-01,0.86
2016-11-01,0.91
2016-12-01,0.86
2017-01-01,1.02
2017-02-01,1.13
2017-03-01,1.16
2017-04-01,0.93
2017-05-01,0.91
2017-06-01,0.71
2017-07-01,0.82
2017-08-01,0.87
2017-09-01,0.74
2017-10-01,0.88
2017-11-01,0.87
2017-12-01,0.93
2018-01-01,0.82
2018-02-01,0.84
2018-03-01,0.88
2018-04-01,0.88
2018-05-01,0.81
2018-06-01,0.76
2018-07-01,0.83
2018-08-01,0.78
2018-09-01,0.8
2018-10-01,1.01
2018-11-01,0.83
2018-12-01,0.93
2019-01-01,0.93
2019-02-01,0.95
2019-03-01,1.17
2019-04-01,1.01
2019-05-01,0.86
2019-06-01,0.9
2019-07-01,0.94
2019-08-01,0.95
2019-09-01,0.93
2019-10-01,1.0
2019-11-01,0.99
2019-12-01,1.11
2020-01-01,1.17
2020-02-01,1.24
2020-03-01,1.18
2020-04-01,1.12
2020-05-01,0.99
2020-06-01,0.91
2020-07-01,0.89
2020-08-01,0.86
2020-09-01,0.96
2020-10-01,0.87
2020-11-01,1.08
2020-12-01,0.8
2021-01-01,0.81
2021-02-01,0.64
2021-03-01,0.89
2021-04-01,0.76
2021-05-01,0.79
2021-06-01,0.85
2021-07-01,0.92
2021-08-01,0.81
2021-09-01,0.92
2021-10-01,0.98
2021-11-01,0.92
2021-12-01,0.88
2022-01-01,0.91
2022-02-01,0.89
2022-03-01,1.04
2022-04-01,0.83
2022-05-01,0.84
2022-06-01,0.92
2022-07-01,0.94
2022-08-01,0.94
2022-09-01,0.88
2022-10-01,0.97
2022-11-01,0.73
2022-12-01,0.79
2023-01-01,0.87
2023-02-01,0.97
2023-03-01,1.23
2023-04-01,0.99
2023-05-01,0.94
2023-06-01,1.08
2023-07-01,1.19
2023-08-01,1.19
2023-09-01,1.48
2023-10-01,1.34
2023-11-01,1.4
2023-12-01,1.35
